title,date,content,link,place,query,category
"Genetic blueprint of bread wheat genome unveiled, last step before full genome sequence","11th May,  2022","18th July, 2014, New Delhi  Scientists from ICAR’s National Research Centre on Plant Biotechnology (NRCPB), New Delhi, Punjab Agricultural University (PAU), Ludhiana, and Delhi University South Campus (DU) in collaboration with International Wheat Genome Sequencing Consortium (IWGSC) have published a chromosome based draft sequence of the bread wheat genome in top international journal Science (18 July 2014) .  This is a pride moment for the country to be part of the international effort to decode one of the world’s most important food crops. India is entrusted with the responsibility of decoding wheat chromosome ‘2A’, which alone has a genomic DNA code of about 900 million base pairs (or letters) that is about two and a half times the size of whole rice genome, and about one third of the size of the human genome. The full wheat genome is about six times the size of human genome. The Indian initiative was financially supported by the Department of Biotechnology, Ministry of Science and Technology, Government of India at a total cost of Rs 35 crores. Earlier, Indian scientists have helped crack the genetic code of rice and tomato as part of international consortia and also succeeded in decoding of pigeonpea (Arhar) and chickpea (Chana) genomes entirely on their own.    Wheat was considered as one of the hardest crop plants to decode due to its huge genome size of 17000 million base pairs, and presence of three sets of highly similar chromosomes in the genome. However, technological advances made in recent years and availability of specialized genetic stocks developed during 1950s in wheat variety ‘Chinese Spring’ made it possible to isolate individual wheat chromosomes for sequencing. The chromosome-based draft sequence provides new insight into the structure, organization and evolution of the large complex genome of the world’s most widely grown cereal crop. The decoding of wheat genome has identified more than 125,000 genes assigned to the individual wheat chromosomes. The draft sequence is a major landmark towards obtaining a complete reference sequence of the hexaploid bread wheat genome, the ultimate goal of the IWGSC. In the same issue of Science, another article presents the first reference sequence for the largest wheat chromosome, 3B. This establishes a proof of concept and a template for generating the reference sequence of all wheat chromosomes in the next three years.  With a chromosome-based full sequence in hand, wheat breeders will have high quality tools at their disposal to accelerate breeding programs and to identify how genes control complex traits such as yield, grain quality, disease and pest resistance and tolerance to drought, heat and salt stress. They will be able to produce superior wheat varieties at an accelerated pace to meet the demands of a growing world population in a changing environment.  The draft sequence is already providing new insights into the history and evolution of the wheat genome and genes involved in grain development and disease resistance. The goal of the IWGSC is to make a high quality genome sequence of bread wheat publicly available, in order to lay a foundation for basic research that will enable wheat breeders to fast track development of improved varieties. The genetic blueprint of wheat is an invaluable resource to plant science researchers and wheat breeders. For the first time, they have at their disposal a set of tools enabling them to rapidly and precisely locate specific genes on individual wheat chromosomes. In addition, it immediately provides thousands of markers for DNA fingerprinting, diversity analysis and marker-assisted breeding in wheat.  Anticipating the consequences of climate change, erratic rainfalls and global warming, ICAR has initiated major research projects on discovery of genes for tolerance to drought, heat and salt stress, resistance to devastating fungal diseases like wheat rusts, as well as bread and chapati making quality, but the progress has been slow due to non-availability of wheat genome sequence information. In the case of rice there has been a rapid progress in gene discovery and utilization during the last nine years after the publication of rice genome sequence in 2005. The availability wheat genome will now accelerate gene discovery efforts and fast track development of superior wheat varieties in a way similar to rice. Wheat is a major dietary component of human diet across the world. Cultivated on 215 million hectares, more land than any other crop, annual world wheat production is about 700 million tons, making it the third highest produced cereal grain after maize and rice. It is the leading source of vegetable protein in human food, having higher protein content than either maize or rice. Source and further contact: Prof. Nagendra Kumar Singh, nksingh@nrcpb.org ",https://www.icar.org.in/node/2406, Karnal,Wheat,Agriculture
59th All India Wheat & Barley Research Workers’ Virtual Meet,-,"59th All India Wheat & Barley Research Workers’ Virtual Meet 24th August, 2020, Karnal Dr. Trilochan Mohapatra, Secretary (DARE) & Director General (ICAR) inaugurated the two-day “59th All India Wheat & Barley Research Workers’ Virtual Meet” organized by the ICAR-Indian Institute of Wheat and Barley Research, Karnal, Haryana today.    In his inaugural address, the Director General applauded the wheat workers, policy makers and farmers for their untiring efforts and contributions in achieving a record production of 107.59 million tonnes. Dr. Mohapatra emphasized the role and importance of international collaborations with the CIMMYT and ICARDA and other international agencies in the endeavour. He also urged the scientists associated with the ICAR-All India Coordinated Research Projects to take the responsibility for exploring the possibilities of enhancing the farmers' income through wheat processing and value addition. Dr. Tilak Raj Sharma, Deputy Director General (Crop Science), ICAR emphasized the wheat’s role in the country’s food and nutritional security. He stressed on the need of improving the wheat’s nutritional quality by bio-fortification of the important micronutrients, such as, protein, zinc and iron in the food crops and, especially, in wheat. Expressing his concerns over the Barley’s dwindling area in the country, Dr. Y.P. Singh, ADG (FFC), ICAR stressed on the need for brainstorming on the matter. Earlier, in his welcome address, Dr. Gyanendra P. Singh, Director, ICAR-IIWBR, Karnal, Haryana outlined the highlights of the progress made under the ICAR-AICRP on Wheat and Barley during the period. He also highlighted the newly released varieties and the genetic stocks developed in Wheat and Barley. A total of 12 new proposals were presented to the Varietal Identification Committee Meeting, under the chairmanship of Dr. Tilak Raj Sharma, Deputy Director General (Crops Science), ICAR. More than 300 researchers from India; Bangladesh; Nepal; ICARDA, Morocco and CIMMYT, Mexico virtually participated in the meet. (Source: ICAR-Indian Institute of Wheat and Barley Research, Karnal, Haryana) ",https://www.icar.org.in/59th-all-india-wheat-barley-research-workers-virtual-meet,-,Wheat,Agriculture
ICAR-National Rice Research Institute organizes 1st Virtual Indian Rice Congress - 2020,-,"  Dr. Trilochan Mohapatra, Secretary (DARE) & Director General (ICAR) inaugurated the “1st Virtual Indian Rice Congress - 2020” organized by the Association of Rice Research Workers at the ICAR-National Rice Research Institute, Cuttack, Odisha from 8th to 9th December, 2020. Dr. Mathew Morrel, Director General, International Rice Research Institute, Philippines also marked his presence as the Guest of Honor. Dr. Ramesh Chand, Member, NITI Aayog, Government of India delivered the Plenary Lecture. The occasion also held a panel discussion on “Reinventing rice production system to achieve the SDGs” in which 9 Panelists across the country with different backgrounds participated in the deliberations. The Congress was organized in collaboration with the Indian Council of Agricultural Research, New Delhi; ICAR-Indian Institute of Rice Research, Hyderabad; ICAR-Indian Agricultural Research Institute, New Delhi; Orissa University of Agriculture & Technology, Bhubaneswar; Society for Advancement of Rice Research, Hyderabad and IRRI-South Asia Regional Centre, Varanasi, Uttar Pradesh. The theme of the Congress was “Rice Research and Development for Achieving Sustainable Development Goals” with the objective to provide a platform for all rice stakeholders to interact and exchange ideas about the recent advances in rice science and brainstorm key policies to meet the United Nations’ Sustainable Development Goals and to sustain the rice cultivation in India. It was based on four broad thematic areas - enhancing rice productivity and quality, ssustainable rice farming, biotic-stress management in rice and rice for livelihood security, equity and profitability. (Source: ICAR-National Rice Research Institute, Cuttack, Odisha) ",https://www.icar.org.in/node/1104,-,Rice,Agriculture
ICAR-National Rice Research Institute organizes 1st Virtual Indian Rice Congress - 2020,"8th December,  2020","Dr. Trilochan Mohapatra, Secretary (DARE) & Director General (ICAR) inaugurated the “1st Virtual Indian Rice Congress - 2020” organized by the Association of Rice Research Workers at the ICAR-National Rice Research Institute, Cuttack, Odisha from 8th to 9th December, 2020. Dr. Mathew Morrel, Director General, International Rice Research Institute, Philippines also marked his presence as the Guest of Honor. Dr. Ramesh Chand, Member, NITI Aayog, Government of India delivered the Plenary Lecture. The occasion also held a panel discussion on “Reinventing rice production system to achieve the SDGs” in which 9 Panelists across the country with different backgrounds participated in the deliberations. The Congress was organized in collaboration with the Indian Council of Agricultural Research, New Delhi; ICAR-Indian Institute of Rice Research, Hyderabad; ICAR-Indian Agricultural Research Institute, New Delhi; Orissa University of Agriculture & Technology, Bhubaneswar; Society for Advancement of Rice Research, Hyderabad and IRRI-South Asia Regional Centre, Varanasi, Uttar Pradesh. The theme of the Congress was “Rice Research and Development for Achieving Sustainable Development Goals” with the objective to provide a platform for all rice stakeholders to interact and exchange ideas about the recent advances in rice science and brainstorm key policies to meet the United Nations’ Sustainable Development Goals and to sustain the rice cultivation in India. It was based on four broad thematic areas - enhancing rice productivity and quality, ssustainable rice farming, biotic-stress management in rice and rice for livelihood security, equity and profitability. (Source: ICAR-National Rice Research Institute, Cuttack, Odisha) ",https://www.icar.org.in/node/13717, Cuttack,Rice,Agriculture
ICAR Signs Workplan Agreement with IRRI for Collaboration in Rice Research Genetic Enhancement of Rice Major Thrust Area,-,"June 22, 2005 New Delhi Indian Council of Agricultural Research (ICAR) has signed a Work-plan Agreement (2005-2008) with International Rice Research Institute (IRRI), Manila for collaboration in rice research. Both the organizations will cooperate in research areas of genetic resource conservation, evaluation, gene discovery, enhancing productivity and livelihood for fragile environments. Through this agreement, both the organizations will strengthen linkages between research and development, improvement and development of rain-fed rice, hybrid rice technology, biotechnology and rice based cropping systems. The agreement was signed by Dr. Mangala Rai, DG, ICAR and Dr. Robert S. Zeigler, DG, IRRI here today. The major thrust area of the work-plan for the period 2005-2008 includes genetic enhancement of rice in terms of yield and quality. It concentrates on exchanging germplasm and sharing knowledge so as to develop promising rice hybrids suitable for large scale cultivation in India. The main objective of the collaboration is to apply genomic and bioinformatic technologies to discover useful genes for increasing rice productivity in India. The agreement provides for exchanging knowledge, technologies and material and executing research programmes that are beneficial for the country’s rice production. One of the major activities will be to identify constraints to large scale adoption of hybrid rice in India and develop strategies to overcome them. The work-plan gives emphasis on enriching rice grain with Iron (Fe) and Zinc (Zn) through fertilizer use. Deficiency of iron and zinc is widespread in rice eating population particularly among women. The project aims to enrich the rice growing environment with iron and zinc so that the nutrition of poor rice eating populations can be improved. Another thrust area under the agreement is to develop resilient rice varieties for drought-prone environments. Drought is the major constraint to rice production on at least 17 million ha of rainfed Riceland in India. It also affects production on about 4 million ha in dry irrigated areas dependent on surface irrigation. Thus, the thrust will be to deliver farmer-preferred varieties with improved drought tolerance and high yield potential within 6 years. Both the organizations would also collaborate in the crop resource management, socioeconomic studies, human resource development and joint publications on rice research. Improving productivity and livelihood for fragile environments, developing technologies to harness the productivity potential of salt-affected areas of the Indo-Gangetic Plains and investigating the physiological basis of submergence tolerance under rainfed lowland, develop nitrogen, residue and weed management for minimum-tilled rice production systems that are efficient in labor, water, energy, and agro-chemical use and develop aerobic rice system are other thrust areas. More than 15,000 of about 80,000 accessions in the International Rice Genebank (IRG) are from India. These have provided vital traits to IRRI rice breeding programmes for disease and insect resistance, and salinity and submergence tolerance. Oryza nivara, a wild rice from Uttar Pradesh, was, until recently, the only known source of resistance to grassy stunt virus. The previous work-plan (2001-2004) resulted in exchange of significant amount of rice germplasm. About 220 breeding lines from 22 sources were used in the rice breeding programme in India. Also, an efficient marker assisted selection system was developed for the successful transfer of a major gene. The results of previous work-plan demonstrated that modest N applications (40 kg/ha) increased upland rice productivity by over 40% on average. Rice is the staple food of two thirds of Indians and source of income and employment for more than 100 million farming families in rural India. India is now the second largest producer of rice. During 2001-2002, a record 93.34 million tons of rice was produced. Area under hybrid rice increased from 200,000 ha in 2001 to 560,000 ha in 2004 and Hybrid Rice seed yields increased from 800 kg/ha in 2001 to 1200 kg/ha in 2004. This has been possible through innovative research and development of technologies by the Indian scientists and their adoption by the farmers. ",https://www.icar.org.in/node/2868,-,Rice,Agriculture
Circulation of Announcement for 'Global Rice Science Scholarship (GRiSS)' at international Rice Research Institute (IRRI),-,"Circulation of Announcement for 'Global Rice Science Scholarship (GRiSS)' at international
Rice Research Institute (IRRI), Philippines. ",https://www.icar.org.in/node/5302,-,Rice,Agriculture
Brainstorming Session on “Rice and Water” organized,"11th February,  2022","The ICAR-Indian Institute of Rice Research, Hyderabad in association with the Society for Advancement of Rice Research, Hyderabad organized the Brainstorming Session on “Rice and Water” today.    Dr. V. Praveen Rao, Vice-Chancellor, Professor Jayashankar Telangana State Agricultural University, Hyderabad known as “Water Man of India” delivered the Talk on “Sustainable Agri- food systems: water challenges and transformation technologies for the benefit of technology adaptation, farm profitability and wellbeing”. Dr. Rao stated that the significant quantity of water is applied by the farmers for growing the rice and it is estimated that this can be as high as 3,000 to 5,000 litres of water per Kg of the Rice produced. Earlier, Dr. R. Mahender Kumar, Principal Scientist & Head (Agronomy), ICAR-IIRR, Hyderabad & Secretary (SARR) delivered the welcome address. The Senior Officials of ICAR Institutes and State Agricultural Universities along with a total of 175 Rice Researchers, R&D Personnel and Progressive Farmers participated in the Brainstorming Session. (Source: ICAR-Indian Institute of Rice Research, Hyderabad) ",https://www.icar.org.in/node/393, Hyderabad,Rice,Agriculture
ICAR- Indian Institute of Rice Research organises 58th Annual Rice Group Meeting,-,"The 58th Annual Rice Group Meeting (ARGM) was held at Assam Agricultural University, Jorhat from 4th -5th  May 2023. The Chief Guest, Dr Tilak Raj Sharma , Deputy Director General (Crop Science) stressed the importance of  multi-disciplinary mode of research. He emphasised on the development of specialty rice including low/ultra-low glycemic index and high grain protein varieties. Dr. Sharma also said Varieties with multiple stress tolerance and high micronutrient levels need to be developed. He accentuated speed breeding and other genome technologies for development of NUE and WUE varieties. Mechanization techniques for transplanting, harvesting and value chain addition need to be developed, he added. Dr RM Sundaram, Director, ICAR-IIRR presented the progress made by AICRIP on rice and research highlights of AICRIP and IIRR for 2022-23. Dr Nayak, Director, ICAR-NRRI, Cuttack stressed upon the importance of DSR and carbon credit to the farmers. Dr SK Chetia, Chief Scientist, ARRI, Titabar presented the 100 years’ glorious journey of Assam Rice Research Institute since its inception in 1923. Dr SK Pradhan, ADG (FFC) stressed upon developing nutritionally-enriched varieties, development of low cost machines and value chain addition of rice products. Dr SR Das, Honorary Professor, OUAT urged the breeders to develop varieties with submergence tolerance, tolerance to stagnant flooding and with anaerobic respiration especially for Eastern India. Dr. BC Deke, Vice Chancellor, AAU, Jorhat emphasized the need to shift from ‘Green Revolution’ to ‘Green Commerce’. He also emphasized the development of new varieties accompanied by the development of a suitable package of practices. need to be developed. Ten publications, two websites, and two mobile apps were released during this occasion. Earlier, Dr A Bhattacharya, Director of Research (Agri), AAU, Jorhat delivered the welcome address. Dr MS Prasad, Convener, 58th ARGM, AAU, Jorhat proposed the vote of thanks About 400 delegates from India and other countries actively participated in the program. (Source: Indian Institute of Rice Research, Hyderabad)  58th-Annual-Rice-01.jpg (48.91 KB) ",https://www.icar.org.in/icar-indian-institute-rice-research-organises-58th-annual-rice-group-meeting,-,Rice,Agriculture
ICAR- Indian Institute of Rice Research organises 58th Annual Rice Group Meeting,-,"The 58th Annual Rice Group Meeting (ARGM) was held at Assam Agricultural University, Jorhat from 4th -5th  May 2023. The Chief Guest, Dr Tilak Raj Sharma , Deputy Director General (Crop Science) stressed the importance of  multi-disciplinary mode of research. He emphasised on the development of specialty rice including low/ultra-low glycemic index and high grain protein varieties. Dr. Sharma also said Varieties with multiple stress tolerance and high micronutrient levels need to be developed. He accentuated speed breeding and other genome technologies for development of NUE and WUE varieties. Mechanization techniques for transplanting, harvesting and value chain addition need to be developed, he added. Dr RM Sundaram, Director, ICAR-IIRR presented the progress made by AICRIP on rice and research highlights of AICRIP and IIRR for 2022-23. Dr Nayak, Director, ICAR-NRRI, Cuttack stressed upon the importance of DSR and carbon credit to the farmers. Dr SK Chetia, Chief Scientist, ARRI, Titabar presented the 100 years’ glorious journey of Assam Rice Research Institute since its inception in 1923. Dr SK Pradhan, ADG (FFC) stressed upon developing nutritionally-enriched varieties, development of low cost machines and value chain addition of rice products. Dr SR Das, Honorary Professor, OUAT urged the breeders to develop varieties with submergence tolerance, tolerance to stagnant flooding and with anaerobic respiration especially for Eastern India. Dr. BC Deke, Vice Chancellor, AAU, Jorhat emphasized the need to shift from ‘Green Revolution’ to ‘Green Commerce’. He also emphasized the development of new varieties accompanied by the development of a suitable package of practices. need to be developed. Ten publications, two websites, and two mobile apps were released during this occasion. Earlier, Dr A Bhattacharya, Director of Research (Agri), AAU, Jorhat delivered the welcome address. Dr MS Prasad, Convener, 58th ARGM, AAU, Jorhat proposed the vote of thanks About 400 delegates from India and other countries actively participated in the program. (Source: Indian Institute of Rice Research, Hyderabad) ",https://www.icar.org.in/icar-indian-institute-rice-research-organises-58th-annual-rice-group-meeting-0,-,Rice,Agriculture
Bridging Rice Yield Gaps through Machine Transplanting of Rice (MTR),-,"The labor scarcity due to COVID-19 Pandemic has led to the popularization of mechanized methods of rice establishment in the various parts of the country. The Direct Seeded Rice (DSR) has gained popularity in Punjab and Haryana during the last two years. The initiative of KVK-CSISA Network shows the opportunity of scaling Machine Transplanting of Rice (MTR) for securing consistently higher paddy yield in the Eastern Indo-Gangetic Plains (EIGP). The shift from labor intensive activity to mechanization will play a crucial role in the rice-based ecosystem. The same yield of rice and rice-wheat cropping system can be achieved in EIGP if agronomic management is at par with Punjab and Haryana. The KVK-CSISA Network has harnessed the best from Farmers’ Participatory Process (FPP) in the situations where land and water resources are at the command of farmers.                        Shri Parmod Chaudhary, a farmer from Village Lazar Mahadeva, District Mahrajganj, Eastern Uttar Pradesh practiced MTR and Zero Tillage in Wheat (ZTW) under the supervision of KVK-CSISA Scientists from 2010-11. Due to labor scarcity after implementation of MNREGA, he bought the advanced version of South Korean Paddy Transplanter in 2010. The machine can transplant 8 to 10 Acres / day. The Machine transplanting was done in rows at 28 Cm apart during the 3rd week of June every year. For MTR, 12-18-day-old seedlings were transplanted with a 6-row self-riding type paddy transplanter (Dandong Self Propelled - Ride on Transplanter). The nurseries for MTR were sown on dry beds with a recommended package of practice. During the last 8 years, continuously more tillers per plant and more yield in MTR were recorded. The successful results of this trial show that MTR is the best option to increase rice yield and MTR followed by ZTW is the best to increase the rice-wheat cropping system yield. The technology allowed the farmers to manage time and intensification of the cropping system with less cost. The paddy yield and productivity growth has been flagged as an essential part for better agronomic management which can make the system more resilient and sustainable. The average system yield of 12.0 t/ha has been achieved at the site. The technology has outperformed at the farm because of better quality South Korean Model which worked efficiently as compared to other models. Given the average yield of 6.9 t/ha at this farm and that of average of 3.4 t/ha from 6 Districts in Eastern Uttar Pradesh, there is a potential of sustained productivity growth of rice in these ecologies. On another site of 70 Acres in village Kathotia in Sidharthnagar District, Shri Parmod has been practicing MTR since the last 8 years with the same yield potential. The plot was Laser Land Levelled first in 2010 and again in 2014. The land was fertilized with 150 Kg N as Urea and di-ammonium phosphate (DAP), 60 Kg P2O5 as DAP, 60 Kg K2O as Muriate of Potash (MOP) and 25 Kg ZnSO4 per hectare. The Medium duration rice variety - BPT-5204 was used by the farmer in combination with other management practices like irrigation, weed and nutrient from Kharif - 2011 to Kharif - 2019. The Paddy yield ranged from 6 t/ha to 7.65 t/ha in six out of 8 years. Paddy yield of 5.73 t/ha in the Year - 2015 was due to attack of sheath blight and WBPH. So, it can be concluded that:   (Source: KVK-CSISA Network) ",https://www.icar.org.in/node/5814,-,Rice,Agriculture
"ICAR-NRRI, Cuttack organizes “Rice Walk”",-,"13th November, 2019, Cuttack The ICAR-National Rice Research Institute, Cuttack organized “Rice Walk: Walk with Rice, Know Your Rice” Programme today. Dr. Himanshu Pathak, Director of the Institute inaugurated the event. He highlighted the main purpose of the walk was to The participants visited the Institute’s Research Farm of about 200 acres with full grown crops of newly developed high yielding rice varieties. They were also exposed to the development of rice varieties, rice varietal cafeteria and other agro-technologies related to rice production, plant protection, bio-fortification (high protein rice) and climate-smart rice with tolerance to drought & submergence, etc. The participants also visited the Institute’s Rice Museum, Rice Gene Bank with collection of over 35,000 rice germplasm. Around 1,500 students & teachers (from 15 schools in and around Cuttack and Bhubaneswar), farmers, scientists from ICAR Institutes & Centres and State Government Officials participated in the event. (Source: ICAR-National Rice Research Institute, Cuttack) ",https://www.icar.org.in/node/12318,-,Rice,Agriculture
Rice Value Chain in PPP mode for increasing Farm income and Entrepreneurship,-,"Among the various approaches to increase farm income and promote entrepreneurship, the prospect of value chain is being advocated in agriculture and allied sectors. Dr. Trilochan Mohapatra , Secretary (DARE) & Director General (ICAR) (former Director, ICAR-NRRI) first made an attempt to operationalize in rice. According to him, the rice value chain besides having the fundamental benefits have some added prospective which were (i) rice will continue to dominate the farm production for various socio-economic and cultural reasons in spite of poor financial gains and market glut, (ii) demand in the  national and international market for quality rice is quite apparent (iii) apart from farmers other stake holders can join the chain leading to creation of additional employment and (iv) quality and specialty rice varieties developed by research institutes can spread quickly with less investment in extension. Having the above logic in view, the planning for the model was initiated.  Planning the Model:
Several brainstorming sessions, consultations and focused group discussions were held to decide the objectives, stake holders, activities, links, responsibilities of the party and benefits sharing. Finally, a chain emerged in PPP mode with the need for five parties including ICAR- National Rice Research Institute, Cuttack                                                       The Process:
The objective of the rice value chain was to promote large scale cultivation of high quality rice varieties of this institute in contiguous patches, undertake its processing and trade so that the consumers have access to its premium quality and all the parties involved in the value chain are benefitted. The first party i.e., ICAR-NRRI, Cuttack in consultation with rice processor and trader decided the variety Geetanjali, a long slender grain aromatic rice to include in the rice value chain.  The institute being the developer of the variety and having knowledge about its characteristics is involved in its maintenance and production of quality rice. The institute provides breeder seed of Geetanjali to a seed company for production of foundation seeds to be used by the participating farmers in the chain. Another group of stake holders in rural areas like farmer and farmwomen associations are involved which need to undertake survey of the rice ecology, motivate farmers to participate in the chain, monitor the production and arrange lifting of production by the rice processor-cum-trader. The final party in the process is the rice processor and trader who lifts the production from the production site and make immediate payment to the farmers at a price better than the MSP. The processor-cum-trader finally takes the responsibility to maintain the quality and take up market strategy including pricing to create a market demand for the rice variety. The responsibility and benefits for each party have been decided and agreed upon through a memorandum of participants (MoUs). Parties in the Rice Value Chain  
1st Party- ICAR-NRRI, Cuttack (for supplying breeder seeds of Geetanjali, technical backstopping and overall monitoring); 2nd Party- Sansar Agropol Pvt. Ltd., Bhubaneswar, (A Seed Company for multiply the truthfully labeled seeds and supplying seeds to farmers groups at desired destination); 3rd Party- Ananya Mahila Bikash Samiti Sankilo, Nischintakoili, Cuttack (A Farm women group for mobilizing large number of farmers and producing grains); 4th Party- Mahanga Krushak Vikas Manch, Cuttack (A Farmers group for mobilizing large number of farmers and producing grains); and 5th Party- Sabitri Industries, Pvt. Ltd., Mayurbhanj (Rice Processor and Trader for procuring grains from farmers’ point at 20 percent above MSP, processing and marketing). The success of the first cycle:
Under this programme, 6.5 qtls. of breeder seed of Geetanjali was supplied to M/s Sansar Agropol Pvt. Ltd., Bhubaneswar by ICAR-NRRI, Cuttack for multiplication of sufficient quantity of TL seed during the kharif-2015. A total of 49.5 acres were covered under seed production in four different locations of Odisha. About 500 qt of Truthfully Labeled (TL) Seeds were produced by the company for covering about 1000 ha for production of rice during rabi 2015-16. The Monitoring Team of NRRI visited the different sites of seed production and gave suitable advice to the company for higher yield. A brochure on “Package of practices of rice variety Geetanjali”was prepared in Odia and distributed to the farmers and the seed grower for their reference. Awareness programmes were conducted in selected localities with the participation of scientists of ICAR-NRRI, Cuttack and Miller as a confidence building step. With the involvement and mobilization by the two farmers groups (3rd and 4th parties), the grain was produced in three clusters totaling 166 acres of Khurda and Cuttack districts involving 82 farmers during dry season/ rabi-2016. The average yield of the crop was recorded at 4-4.5 t/ha. After keeping for seed and household consumption, 202 tons of paddy grains were sold by the participating farmers to the 5th party i.e., Sabitri Industries at the rate of Rs. 1,740/- per quintal (i.e., 20% above MSP), amounting to a total of Rs. 35.15 lakhs. As per the agreement, payments were made to all the farmers within ten days from the date of procurement. Now, the grains are being processed and packed for marketing by the 5th party. (Source: ICAR- National Rice Research Institute, Cuttack) ",https://www.icar.org.in/node/4466,-,Rice,Agriculture
